STNAME,CTYNAME,CS,TOT_POP,POP_DENSITY,BLACK_PCT,HISPANIC_PCT,OVER_70_PCT,HLTH_INS_PCT,MEAN_INCOME,MEDIAN_INCOME,PCT_POVERTY
Alabama,Baldwin,BaldwinAlabama,223234,140.4181710676949,8.776888825178961,4.7188152342385115,14.311887974054132,89.8,55962,77212,10.6
Alabama,Colbert,ColbertAlabama,55241,93.21487631197057,16.21802646584964,3.2385365941963395,13.85021994533046,91.9,47558,59835,16.3
Alabama,DeKalb,DeKalbAlabama,71513,92.0266635782213,1.8737851859102543,15.065792233579907,12.066337588969837,85.5,39233,54158,22.1
Alabama,Etowah,EtowahAlabama,102268,191.1587132469766,15.744905542300621,4.136191183948059,13.085227050494778,89.6,44023,58953,17.3
Alabama,Houston,HoustonAlabama,105882,182.61184505536198,27.366313443267032,3.429289208741807,12.412874709582365,89.6,45496,64926,18.3
Alabama,Jefferson,JeffersonAlabama,658573,592.6256209056223,43.46685940662615,4.080489178876146,10.742468944217269,90.5,51979,75281,17.0
Alabama,Madison,MadisonAlabama,372909,465.21164186179965,24.861025075822788,5.18946981703311,10.422113706024794,91.1,63417,85952,13.2
Alabama,Mobile,MobileAlabama,413210,336.0961087975013,36.230730137218366,3.011301759395949,11.150746593741681,88.4,46166,63768,19.3
Alabama,Montgomery,MontgomeryAlabama,226486,288.7931144405483,59.321988997112406,3.6841129253022262,10.29335146543274,89.5,47990,68306,20.7
Alabama,Morgan,MorganAlabama,119679,206.57817516484275,13.08918022376524,8.745059701367826,12.151672390310749,89.8,49751,65068,15.3
Alabama,Russell,RussellAlabama,57961,90.40303209907353,45.485757664636566,5.82805679681165,9.816945877400322,86.6,40978,53747,20.1
Alabama,Shelby,ShelbyAlabama,217702,277.35212057126114,13.319583651045924,5.803805201605865,10.506104675198207,93.2,75761,95835,8.4
Alabama,Sumter,SumterAlabama,12427,13.7483543351514,71.4009817333226,1.199002172688501,12.416512432606423,84.5,23132,38126,31.3
Alabama,Tuscaloosa,TuscaloosaAlabama,209355,158.39108461445346,32.41623080413652,3.9683790690454015,8.844785173509111,92.5,52221,69478,17.4
Arizona,Apache,ApacheArizona,71887,6.419903692960584,0.5619931281038296,6.5881174621280625,10.502594349465133,76.5,32963,44356,35.3
Arizona,Cochise,CochiseArizona,125922,20.423018348311384,4.50755229427741,35.72687854386049,16.2068582138149,91.8,48649,62072,17.2
Arizona,Coconino,CoconinoArizona,143476,7.705937357167909,1.5194178817363184,14.31737712230617,8.18743204438373,87.7,57616,75304,18.9
Arizona,Gila,GilaArizona,54018,11.353256563253346,0.8163945351549483,18.912214447036174,20.659780073308898,88.7,42092,55246,22.5
Arizona,La Paz,La PazArizona,21108,4.691052375417534,1.203335228349441,28.33996588971006,32.10631040363843,85.5,33333,46901,22.1
Arizona,Maricopa,MaricopaArizona,4485414,487.53758094985517,6.383334960830818,31.4096981906241,10.712010084241944,88.9,61606,84884,14.7
Arizona,Mohave,MohaveArizona,212181,15.940179159016399,1.3210419406073117,16.928471446547995,22.184832760709018,89.6,43266,57571,17.5
Arizona,Navajo,NavajoArizona,110924,11.147670148596742,0.9997836356424218,11.487144351087231,12.581587393170098,86.5,40054,53558,28.5
Arizona,Pima,PimaArizona,1047279,113.99525853811456,4.189332546532491,37.759374531524074,14.21474124851162,90.1,51037,70610,17.8
Arizona,Pinal,PinalArizona,462789,86.25095748666043,5.353411597942043,30.743168052827528,14.633666746616708,91.2,55550,67625,14.2
Arizona,Santa Cruz,Santa CruzArizona,46498,37.591760178507904,0.9892898619295454,83.2530431416405,12.936040259796119,88.4,40467,59164,24.0
Arizona,Yavapai,YavapaiArizona,235099,28.940604419277406,0.9034491852368577,14.734643703290953,22.30251936418275,89.6,50180,65629,14.0
Arizona,Yuma,YumaArizona,213787,38.771742422456335,2.640946362500994,64.61150584460233,14.6519666771132,86.7,44058,58796,20.1
Arkansas,Clark,ClarkArkansas,22320,25.77158890158994,24.60573476702509,4.816308243727598,11.81899641577061,91.4,39752,54268,19.8
Arkansas,Crittenden,CrittendenArkansas,47955,78.64569666754133,54.524032947555,2.775518715462413,9.611093733708685,90.9,39002,55159,22.2
Arkansas,Newton,NewtonArkansas,7753,9.444512120842978,0.4901328517993035,1.947633174255127,18.573455436605187,92.5,39896,47959,14.2
Arkansas,Polk,PolkArkansas,19964,23.27674657214812,0.6211180124223602,6.5818473251853336,16.5998797836105,88.4,37035,48496,24.5
Arkansas,Pulaski,PulaskiArkansas,391911,515.8352637675056,37.85170612715642,6.249633207539467,10.565919303107082,91.4,50093,74959,17.0
Arkansas,Union,UnionArkansas,38682,37.222505557105876,32.999844889095705,4.16472778036296,12.34941316374541,89.4,44000,59213,20.1
Arkansas,Washington,WashingtonArkansas,239187,253.92209942991815,3.7518761471150186,17.140981742318772,8.041406932651023,88.5,49629,72364,16.8
