State,County,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,COVID Deaths (Normalized by Population),COVID Cases (Normalized by Population)
Alabama,Baldwin,0.876604492,0.120956434,0.002439073,0.0,0.0,0.0,4.031643925208526e-05,0.0030730085918811646
Alabama,Colbert,0.915972142,0.083436841,0.000591017,0.0,0.0,0.0,9.051248167122246e-05,0.0066617186510019724
Alabama,DeKalb,0.889765692,0.109296244,0.000938064,0.0,0.0,0.0,6.991735768321844e-05,0.0084180498650595
Alabama,Houston,0.910648631,0.088758249,0.00059312,0.0,0.0,0.0,4.722237963015432e-05,0.0040989025518973965
Alabama,Madison,0.8158949940000001,0.183147885,0.000957122,0.0,0.0,0.0,1.877133563416276e-05,0.0028344716807585765
Alabama,Mobile,0.7707699440000001,0.221599095,0.007630960999999999,0.0,0.0,0.0,0.0003242903124319353,0.008947024515379591
Alabama,Morgan,0.840943915,0.158142843,0.000913242,0.0,0.0,0.0,2.5067054370440932e-05,0.008196926779134184
Alabama,Russell,0.721448285,0.27697574,0.001575974,0.0,0.0,0.0,0.0,0.008350442538948604
Alabama,Shelby,0.8690726559999999,0.120734418,0.010192926,0.0,0.0,0.0,0.00010564900643999596,0.004970096737742419
Alabama,Sumter,0.909249092,0.090220122,0.000530786,0.0,0.0,0.0,0.0009656393337088596,0.02220970467530377
Alabama,Tuscaloosa,0.7098979879999999,0.289104988,0.000997024,0.0,0.0,0.0,0.0001815098755702037,0.0097872035537723
Arizona,Cochise,0.723393717,0.272499189,0.004107094,0.0,0.0,0.0,9.5297088673941e-05,0.00521751560489827
Arizona,Coconino,0.734146044,0.259866721,0.005987235,0.0,0.0,0.0,0.0006551618389138253,0.013528394992890795
Arizona,La Paz,0.771647497,0.22234007100000006,0.006012432,0.0,0.0,0.0,0.00023687701345461435,0.01634451392836839
Arizona,Mohave,0.969516927,0.030023937,0.000459137,0.0,0.0,0.0,0.00041002728802296153,0.00538219727496807
Arizona,Navajo,0.787495713,0.209759529,0.002744758,0.0,0.0,0.0,0.0011719736035483755,0.03338321733799718
Arizona,Pima,0.562762931,0.424456671,0.012780398,0.0,0.0,0.0,0.00026735950973904763,0.0080083721720764
Arizona,Yavapai,0.770022815,0.223498155,0.00647903,0.0,0.0,0.0,4.253527237461665e-05,0.0033220047724575605
Arkansas,Polk,0.8697357240000001,0.129340915,0.000923361,0.0,0.0,0.0,5.009016229212583e-05,0.0037567621719094366
Arkansas,Pulaski,0.667259276,0.330000998,0.002739726,0.0,0.0,0.0,0.0001505443838014243,0.005307327428931569
California,Amador,0.800557663,0.18333210000000005,0.016110237,0.0,0.0,0.0,0.0,0.0006037432078889113
California,San Benito,0.8375190259999999,0.15244155,0.010039424,0.0,0.0,0.0,3.1843077314991716e-05,0.003805247739141511
Colorado,Adams,0.6383667479999999,0.35478142100000004,0.006851831,0.0,0.0,0.0,0.0003014953007318992,0.008167430390339781
Colorado,Archuleta,0.94271974,0.056361987,0.000918274,0.0,0.0,0.0,0.0,0.0006415282628840259
Colorado,El Paso,0.696475535,0.296221025,0.007303441,0.0,0.0,0.0,0.00016796154374704161,0.0033745001061905627
Colorado,Mesa,0.688166015,0.306812401,0.005021583,0.0,0.0,0.0,0.0,0.0006225277219376174
Colorado,Montezuma,0.768286425,0.229399944,0.002313631,0.0,0.0,0.0,0.00011457816140243668,0.0027498758736584808
Colorado,Rio Blanco,0.809637697,0.189449061,0.000913242,0.0,0.0,0.0,0.0,0.0006325110689437065
Colorado,Routt,0.980493218,0.019038617,0.000468165,0.0,0.0,0.0,0.00023402761525860048,0.002925345190732507
Delaware,Kent,0.817347925,0.179903526,0.0027485490000000003,0.0,0.0,0.0,0.0004978261591052403,0.009397851603553373
Delaware,Sussex,0.784569703,0.209954587,0.0054757090000000005,0.0,0.0,0.0,0.0007514142384459387,0.02002348169495144
