March 2020 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
WI-041,"Forest County",30.0,113,6.0,24
WI-043,"Grant County",38.2,107,5.1,33.1
WI-045,"Green County",38.1,106,5.0,33.1
WI-047,"Green Lake County",36.3,111,5.8,30.5
WI-049,"Iowa County",37.8,111,5.6,32.2
WI-051,"Iron County",28.2,106,4.7,23.5
WI-053,"Jackson County",35.9,115,7.0,28.9
WI-055,"Jefferson County",37.9,110,5.2,32.7
WI-057,"Juneau County",36.1,111,6.3,29.8
WI-059,"Kenosha County",39.0,110,4.9,34.1
WI-061,"Kewaunee County",34.2,114,5.3,28.9
WI-063,"La Crosse County",37.1,114,6.2,30.9
WI-065,"Lafayette County",38.4,110,5.3,33.1
WI-067,"Langlade County",30.9,113,5.8,25.1
WI-069,"Lincoln County",31.2,111,5.9,25.3
WI-071,"Manitowoc County",35.4,115,5.7,29.7
WI-073,"Marathon County",32.8,110,6.0,26.8
WI-075,"Marinette County",32.7,113,5.9,26.8
WI-077,"Marquette County",36.4,112,6.1,30.3
WI-078,"Menominee County",33.0,114,6.0,27
WI-079,"Milwaukee County",38.5,110,5.5,33
WI-081,"Monroe County",35.6,109,5.8,29.8
WI-083,"Oconto County",33.6,113,6.1,27.5
WI-085,"Oneida County",29.7,111,5.5,24.2
WI-087,"Outagamie County",35.3,115,6.2,29.1
WI-089,"Ozaukee County",37.2,111,5.6,31.6
WI-091,"Pepin County",37.0,115,7.0,30
WI-093,"Pierce County",35.6,111,6.4,29.2
WI-095,"Polk County",33.5,111,6.3,27.2
WI-097,"Portage County",34.6,112,6.3,28.3
WI-099,"Price County",30.5,111,6.1,24.4
WI-101,"Racine County",38.5,110,4.9,33.6
WI-103,"Richland County",37.8,113,6.0,31.8
WI-105,"Rock County",38.5,107,4.9,33.6
WI-107,"Rusk County",32.9,114,6.5,26.4
WI-109,"St. Croix County",34.8,112,6.5,28.3
WI-111,"Sauk County",37.4,113,6.2,31.2
WI-113,"Sawyer County",31.4,113,6.9,24.5
WI-115,"Shawano County",33.8,114,6.1,27.7
WI-117,"Sheboygan County",36.3,114,5.8,30.5
WI-119,"Taylor County",32.1,112,6.1,26
WI-121,"Trempealeau County",37.1,116,7.3,29.8
WI-123,"Vernon County",36.6,111,5.7,30.9
WI-125,"Vilas County",28.4,109,5.3,23.1
WI-127,"Walworth County",38.6,110,5.3,33.3
WI-129,"Washburn County",31.4,109,5.9,25.5
WI-131,"Washington County",36.3,111,5.4,30.9
WI-133,"Waukesha County",37.5,110,5.3,32.2
WI-135,"Waupaca County",35.0,113,6.2,28.8
WI-137,"Waushara County",35.5,112,6.2,29.3
WI-139,"Winnebago County",36.0,112,6.0,30
WI-141,"Wood County",35.0,112,6.5,28.5
WY-001,"Albany County",32.8,106,5.1,27.7
WY-003,"Big Horn County",34.9,104,4.2,30.7
WY-005,"Campbell County",35.6,99,4.2,31.4
WY-007,"Carbon County",33.1,107,4.8,28.3
WY-009,"Converse County",36.4,106,4.7,31.7
WY-011,"Crook County",34.0,96,3.4,30.6
WY-013,"Fremont County",31.7,93,3.2,28.5
WY-015,"Goshen County",39.2,107,4.8,34.4
WY-017,"Hot Springs County",34.1,93,2.7,31.4
WY-019,"Johnson County",34.0,93,3.1,30.9
WY-021,"Laramie County",37.2,106,4.8,32.4
WY-023,"Lincoln County",29.7,102,4.0,25.7
WY-025,"Natrona County",34.2,93,3.5,30.7
WY-027,"Niobrara County",38.4,109,5.7,32.7
WY-029,"Park County",30.2,101,3.7,26.5
WY-031,"Platte County",38.4,103,4.6,33.8
WY-033,"Sheridan County",33.7,97,3.8,29.9
WY-035,"Sublette County",26.8,101,3.6,23.2
WY-037,"Sweetwater County",32.2,91,3.1,29.1
WY-039,"Teton County",27.1,107,4.2,22.9
WY-041,"Uinta County",30.4,86,2.8,27.6
WY-043,"Washakie County",35.9,97,3.2,32.7
WY-045,"Weston County",35.8,103,4.4,31.4
AK-013,"Aleutians East Borough",30.8,70,3.5,27.3
AK-016,"Aleutians West Census Area",34.5,91,4.0,30.5
AK-020,"Anchorage Municipality",18.1,18,-3.5,21.6
AK-050,"Bethel Census Area",16.7,58,2.0,14.7
AK-060,"Bristol Bay Borough",21.4,43,-0.8,22.2
AK-068,"Denali Borough",10.7,43,-0.9,11.6
AK-070,"Dillingham Census Area",19.4,48,0.7,18.7
AK-090,"Fairbanks North Star Borough",9.4,31,-2.5,11.9
AK-100,"Haines Borough",21.8,24,-2.3,24.1
AK-105,"Hoonah-Angoon Census Area",26.7,25,-1.7,28.4
AK-110,"Juneau City and Borough",23.5,26,-2.0,25.5
AK-122,"Kenai Peninsula Borough",21.6,39,-0.8,22.4
AK-130,"Ketchikan Gateway Borough",30.9,28,-1.2,32.1
AK-150,"Kodiak Island Borough",28.8,53,1.0,27.8
AK-158,"Kusilvak Census Area",14.9,63,3.2,11.7
AK-164,"Lake and Peninsula Borough",22.4,45,-0.3,22.7
AK-170,"Matanuska-Susitna Borough",13.1,25,-2.9,16
AK-180,"Nome Census Area",10.5,77,5.8,4.7
AK-185,"North Slope Borough",-4.2,83,6.0,-10.2
AK-188,"Northwest Arctic Borough",4.6,72,4.3,0.3
AK-195,"Petersburg Borough",26.3,23,-2.0,28.3
AK-198,"Prince of Wales-Hyder Census Area",33.6,23,-1.6,35.2
AK-220,"Sitka City and Borough",30.9,28,-1.2,32.1
AK-230,"Skagway Municipality",18.2,28,-1.8,20
AK-240,"Southeast Fairbanks Census Area",6.5,27,-3.5,10
AK-261,"Valdez-Cordova Census Area",12.2,26,-2.9,15.1
AK-275,"Wrangell City and Borough",29.9,22,-1.8,31.7
AK-282,"Yakutat City and Borough",22.5,34,-1.3,23.8
AK-290,"Yukon-Koyukuk Census Area",7.9,55,1.0,6.9
