,State,County,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,COVID Deaths (Normalized by Population),COVID Cases (Normalized by Population),COVID Cases Rates,Class
0,Alabama,Baldwin,0.8766044924448685,0.1209564342827248,0.002439073272406606,0.0,0.0,0.0,129,52.66666666666666,36.833333333333336,4.031643925208526e-05,0.0030730085918811646,39.8,2.0
1,Alabama,Colbert,0.91597214235451,0.0834368410970266,0.0005910165484633567,0.0,0.0,0.0,115,49.66666666666666,36.66666666666666,9.051248167122246e-05,0.0066617186510019724,6.742857142999999,1.0
2,Alabama,DeKalb,0.8897656916796666,0.10929624429449517,0.0009380640258383203,0.0,0.0,0.0,119,51.83333333333334,38.0,6.991735768321844e-05,0.0084180498650595,18.85714286,2.0
3,Alabama,Etowah,0.6876267551234129,0.30489565953560765,0.003709901526682349,0.0037676838142972078,0.0,0.0,179,61.0,44.16666666666666,0.00012711698674072047,0.006111393593303868,22.85714286,4.0
4,Alabama,Houston,0.9106486310969628,0.08875824909283563,0.0005931198102016608,0.0,0.0,0.0,131,49.66666666666666,35.166666666666664,4.722237963015432e-05,0.0040989025518973965,8.382142857,1.0
5,Alabama,Jefferson,0.4691681014047958,0.5089253187613844,0.02099458542306061,0.0009119944107592883,0.0,0.0,156,75.0,51.5,0.0002156177067690294,0.006661372391519239,181.1785714,4.0
6,Alabama,Madison,0.8158949939679694,0.18314788452696407,0.0009571215050667107,0.0,0.0,0.0,122,55.66666666666666,40.16666666666666,1.877133563416276e-05,0.0028344716807585765,40.39285714,3.0
7,Alabama,Mobile,0.7707699444673711,0.2215990948492128,0.007630960683416045,0.0,0.0,0.0,139,59.16666666666666,39.833333333333336,0.0003242903124319353,0.008947024515379591,64.57857143,3.0
8,Alabama,Montgomery,0.6319612561853031,0.36475450990599295,0.002343401517529981,0.0004591368227731864,0.0004816955684007706,0.0,221,61.83333333333334,46.0,0.000437113110744152,0.016950275072189894,81.87142857,4.0
9,Alabama,Morgan,0.8409439153872573,0.15814284260361033,0.0009132420091324203,0.0,0.0,0.0,107,54.16666666666666,39.0,2.5067054370440932e-05,0.008196926779134184,28.60909091,2.0
10,Alabama,Russell,0.7214482854702836,0.2769757403861407,0.0015759741435755982,0.0,0.0,0.0,141,61.0,42.16666666666666,0.0,0.008350442538948604,12.45454545,4.0
11,Alabama,Shelby,0.8690726558683916,0.12073441764988413,0.010192926481724207,0.0,0.0,0.0,133,54.66666666666666,36.0,0.00010564900643999596,0.004970096737742419,34.39285714,2.0
12,Alabama,Sumter,0.9092490923062068,0.09022012213116047,0.0005307855626326964,0.0,0.0,0.0,107,49.0,33.833333333333336,0.0009656393337088596,0.02220970467530377,8.321212121,1.0
13,Alabama,Tuscaloosa,0.709897988097273,0.28910498809320323,0.0009970238095238096,0.0,0.0,0.0,123,57.83333333333334,42.66666666666666,0.0001815098755702037,0.0097872035537723,56.14335664,4.0
14,Arizona,Apache,0.9953929402276026,0.0046070597723974795,0.0,0.0,0.0,0.0,67,23.83333333333333,12.333333333333336,0.0012519648893402145,0.033121426683545015,37.34545455,1.0
15,Arizona,Cochise,0.7233937170945929,0.2724991890610575,0.0041070938443496284,0.0,0.0,0.0,141,65.0,44.66666666666666,9.5297088673941e-05,0.00521751560489827,28.2,4.0
16,Arizona,Coconino,0.7341460440752393,0.25986672084808177,0.0059872350766790716,0.0,0.0,0.0,126,67.0,44.5,0.0006551618389138253,0.013528394992890795,39.96153846,4.0
17,Arizona,Gila,0.26701848940788986,0.414898819771939,0.266518202460264,0.05156448835990718,0.0,0.0,200,127.5,77.16666666666667,0.00011107408641563924,0.005720315450405421,14.4,4.0
18,Arizona,La Paz,0.7716474968914321,0.22234007075210105,0.006012432356466948,0.0,0.0,0.0,136,65.5,43.0,0.00023687701345461435,0.01634451392836839,9.127272727000001,3.0
19,Arizona,Maricopa,0.16248346932155602,0.7119919155625422,0.11821992664121568,0.00502283105022831,0.0022818574244579184,0.0,249,105.5,67.0,0.00018214595129903283,0.011652436096199816,2344.857143,4.0
20,Arizona,Mohave,0.9695169265018916,0.03002393667533507,0.0004591368227731864,0.0,0.0,0.0,105,32.166666666666664,16.833333333333332,0.00041002728802296153,0.00538219727496807,40.60714286,1.0
21,Arizona,Navajo,0.7874957133138544,0.2097595290223345,0.002744757663811213,0.0,0.0,0.0,115,61.33333333333334,43.0,0.0011719736035483755,0.03338321733799718,65.67032967,3.0
22,Arizona,Pima,0.5627629313571375,0.4244566709085012,0.012780397734361357,0.0,0.0,0.0,129,75.66666666666667,48.5,0.00026735950973904763,0.0080083721720764,290.5714286000001,4.0
23,Arizona,Pinal,0.23415175786610776,0.6115764653042892,0.11318461960725605,0.018258602190782743,0.005021583451855178,0.017806971579709063,1263,113.5,68.0,0.00015341764821549342,0.008161386722674913,139.3214286,4.0
24,Arizona,Santa Cruz,0.7647273739159829,0.2279566058888076,0.004573778349605186,0.002742241845604237,0.0,0.0,199,62.33333333333334,32.833333333333336,0.00047313862961847824,0.03875435502602263,64.16666667,3.0
25,Arizona,Yavapai,0.770022814884515,0.22349815514733345,0.006479029968151644,0.0,0.0,0.0,140,64.0,42.833333333333336,4.253527237461665e-05,0.0033220047724575605,40.45714286,3.0
26,Arizona,Yuma,0.6636424882101953,0.3007585398108641,0.030578636125458494,0.002738478429024129,0.0018264840182648406,0.0004553734061930783,419,76.16666666666667,45.16666666666666,0.00045840018336007336,0.030394738688507717,180.75,4.0
27,Arkansas,Clark,0.9669947773466868,0.03300522265331316,0.0,0.0,0.0,0.0,90,45.33333333333334,32.833333333333336,0.0,0.0025537634408602148,2.5,1.0
28,Arkansas,Crittenden,0.8201561993163159,0.17573795443770746,0.0036504728397834174,0.0004553734061930783,0.0,0.0,159,56.83333333333334,39.0,0.0002710874778438119,0.015618809300385778,16.57802198,3.0
29,Arkansas,Newton,0.9397108642785712,0.06028913572142856,0.0,0.0,0.0,0.0,90,47.5,36.16666666666666,0.0,0.000773893976525216,4.721343874,1.0
30,Arkansas,Polk,0.8697357242693801,0.12934091469645553,0.0009233610341643582,0.0,0.0,0.0,119,53.5,38.833333333333336,5.009016229212583e-05,0.0037567621719094366,2.026315789,2.0
31,Arkansas,Pulaski,0.6672592758939042,0.3300009980786985,0.0027397260273972607,0.0,0.0,0.0,122,63.0,44.0,0.0001505443838014243,0.005307327428931569,69.0,4.0
32,Arkansas,Union,0.8465364287853765,0.15163833479473174,0.0013698630136986301,0.0004553734061930783,0.0,0.0,158,51.16666666666666,20.5,0.0003360736259759061,0.00643710252830774,3.342744212,2.0
33,Arkansas,Washington,0.816016667914265,0.18398333208573495,0.0,0.0,0.0,0.0,96,55.83333333333334,40.5,0.00012542487677005856,0.01519313340607976,124.6666667,3.0
34,California,Alameda,0.6038114130299174,0.3615041045986476,0.026011178481423262,0.007303440876313094,0.0013698630136986304,0.0,223,72.33333333333333,45.66666666666666,8.137236893514084e-05,0.0036832963467994632,109.0,4.0
35,California,Amador,0.800557662990523,0.18333210027206345,0.016110236737413488,0.0,0.0,0.0,140,66.16666666666667,39.5,0.0,0.0006037432078889113,0.498746867,3.0
36,California,Butte,0.4746750006237992,0.4742034084387554,0.040162686827856384,0.007762557077625571,0.0013698630136986301,0.00182648401826484,445,86.5,52.16666666666666,9.124670371282837e-06,0.0008622813500862281,9.428571429,4.0
37,California,Calaveras,0.6251607815472885,0.33671681012739474,0.032607051974111886,0.00460211434207255,0.00045662100456621014,0.00045662100456621014,320,80.0,46.5,0.0,0.0008713647750789674,1.142857143,4.0
38,California,Colusa,0.7106195573520973,0.27020236045612195,0.009589041095890413,0.009132420091324202,0.00045662100456621014,0.0,274,67.0,42.333333333333336,0.0,0.0027382002134867965,13.0,4.0
39,California,Contra Costa,0.6813770990842628,0.2944257304688475,0.016434613369264158,0.006849315068493151,0.0009132420091324203,0.0,245,66.33333333333333,43.83333333333334,6.675185474796407e-05,0.002815714600277757,98.65,4.0
40,California,El Dorado,0.6467310303356647,0.2678171798293809,0.07313799389214436,0.011857174938243878,0.00045662100456621014,0.0,203,96.33333333333331,44.5,0.0,0.0010267419610771457,5.116666667,4.0
41,California,Fresno,0.25148339446565365,0.4678256855553061,0.22136137934476133,0.058416298625146613,0.0009132420091324203,0.0,207,135.33333333333334,73.83333333333333,7.506748566961698e-05,0.00529375908942139,175.6785714,4.0
42,California,Glenn,0.7635453528702602,0.22545548992883915,0.007785199441488359,0.002754820936639118,0.0004591368227731864,0.0,230,61.66666666666666,41.16666666666666,0.0,0.004050294086570635,8.0,3.0
43,California,Humboldt,0.8451700114460663,0.14568753283613542,0.006855587335039389,0.0022868683827587943,0.0,0.0,173,53.5,35.0,2.950766461588397e-05,0.0009811298484781422,2.160150376,2.0
44,California,Imperial,0.2601429747735609,0.6239314319934127,0.10040796466801408,0.010041919305337228,0.0031950994335903393,0.0022806098260847872,541,104.5,61.83333333333334,0.0005352757773914963,0.035995916452832274,137.9142857,4.0
45,California,Inyo,0.5996955859969559,0.33960251515832024,0.03696758739426604,0.012780397734361357,0.0022818574244579193,0.008672056291638594,2060,88.66666666666669,47.0,5.543544542380398e-05,0.0017739342535617274,1.0,4.0
46,California,Kern,0.18530079596776208,0.4668987199640691,0.2816079047832922,0.06436609526661179,0.0009132420091324203,0.0009132420091324203,548,140.0,82.66666666666667,8.442549561098509e-05,0.005296588987804959,86.51868132,4.0
47,California,Kings,0.2724966938643112,0.5490568156299124,0.14557352097212864,0.031959727524515306,0.0,0.0009132420091324203,507,117.33333333333331,67.83333333333333,0.00022230940238001832,0.016372433634104882,48.62352941,4.0
48,California,Lake,0.9708298401593493,0.02638965248071253,0.0013863953873408186,0.000927258564567632,0.00046685340802987853,0.0,208,44.5,34.166666666666664,0.0,0.0012269748081881154,19.0,1.0
49,California,Los Angeles,0.10041669785662599,0.5992564313696135,0.21725054270529232,0.07531876138433515,0.007757566684133045,0.0,224,141.66666666666666,76.33333333333333,0.00033917359382662217,0.010525338558499277,2143.67033,4.0
50,California,Madera,0.3697095590987349,0.5079783915961773,0.10724729894952216,0.015064750355565537,0.0,0.0,179,104.16666666666669,58.83333333333334,3.1780940334462616e-05,0.003438697744188855,26.34285714,4.0
51,California,Marin,0.8249820728690949,0.1635973772919244,0.005484476779619993,0.0054794520547945215,0.00045662100456621014,0.0,218,55.5,36.333333333333336,7.340839019263908e-05,0.009249457164272524,137.4,3.0
52,California,Mariposa,0.5718728946777453,0.3587456645956533,0.04609501709209771,0.018720213588841485,0.00410958904109589,0.00045662100456621014,301,93.83333333333331,47.83333333333334,5.8129396035575196e-05,0.00156949369296053,19.58423645,4.0
53,California,Mendocino,0.8353481139207622,0.14955704940905867,0.010061969993476843,0.0041171157609513785,0.00045787545787545793,0.00045787545787545793,314,55.83333333333334,36.333333333333336,0.0,0.000979838384304142,2.142857143,2.0
54,California,Merced,0.4549862805308573,0.4444853547031855,0.09139216760483322,0.009136197161124177,0.0,0.0,171,99.66666666666669,54.0,3.9613944108326126e-05,0.004073033707865169,152.0,4.0
55,California,Mono,0.8306584824213391,0.1086520947176685,0.014151508346433118,0.011408039523916459,0.004109589041095891,0.03102028594954712,6403,64.83333333333333,19.166666666666668,6.923289947382996e-05,0.002907781777900859,1.571428571,3.0
56,California,Monterey,0.888179005414577,0.1022456770716371,0.005019088255108915,0.004556229258677047,0.0,0.0,176,51.0,37.333333333333336,3.455735484183099e-05,0.0038957658025024133,43.38181818,2.0
57,California,Napa,0.7220952326611433,0.2646251107839822,0.00641152468674262,0.005952380952380952,0.000915750915750916,0.0,249,61.16666666666666,40.833333333333336,2.9039377395748632e-05,0.0024175281681960733,11.77380952,4.0
58,California,Nevada,0.6339401234476244,0.26369828493137376,0.08590432217800281,0.016457269442999186,0.0,0.0,196,97.5,45.66666666666666,1.0024560172422433e-05,0.001172873540173425,4.011904762,4.0
59,California,Orange,0.4203608054495097,0.5234935249644435,0.050668712727998604,0.005476956858048258,0.0,0.0,172,88.33333333333331,53.5,0.00010863773942813094,0.004538538372109134,463.0595238,4.0
60,California,Placer,0.5285113656211792,0.38842727749083017,0.06799910172917135,0.012779150135988222,0.0022831050228310505,0.0,240,97.16666666666669,49.83333333333334,2.761536317968313e-05,0.0018175929947355073,22.22619048,4.0
61,California,Riverside,0.12962547096838584,0.4888003094043965,0.2779748983207326,0.09264790278713476,0.008670808693265463,0.0022806098260847872,537,152.0,85.5,0.00018740796568855633,0.007302434360663594,414.3757576,4.0
62,California,Sacramento,0.4792187538987449,0.4345310277715398,0.07484342640417196,0.009123686902712279,0.00182648401826484,0.00045662100456621014,314,97.16666666666669,51.66666666666666,4.381279565583245e-05,0.002188706865336218,158.68571430000003,4.0
63,California,San Benito,0.8375190258751902,0.15244155001621876,0.010039424108590964,0.0,0.0,0.0,143,59.33333333333334,39.833333333333336,3.1843077314991716e-05,0.003805247739141511,5.571428571,2.0
64,California,San Bernardino,0.10498789829578063,0.515732215485191,0.22410360056890488,0.1296204805748933,0.02555580507523018,0.0,233,167.16666666666666,83.0,0.00011834400952256448,0.0058465610285837475,327.3333333,4.0
65,California,San Diego,0.22457144995882927,0.6640654240586871,0.10542954811986928,0.005933577862614468,0.0,0.0,174,102.16666666666669,63.5,0.00011083386004379436,0.004380333879514608,407.9575758,4.0
66,California,San Francisco,0.8155251141552511,0.17442922374429226,0.004566210045662101,0.00502283105022831,0.00045662100456621014,0.0,228,56.5,36.0,5.671834464108064e-05,0.004138170425013243,37.24,3.0
67,California,San Joaquin,0.456905456995284,0.4632183047633306,0.07074506574843427,0.007761309479252441,0.0009132420091324203,0.00045662100456621014,308,95.33333333333331,52.33333333333334,7.085238037756447e-05,0.00513548549625532,197.2,4.0
68,California,San Luis Obispo,0.4806010928961749,0.4974923272700053,0.021451206427626823,0.0004553734061930783,0.0,0.0,156,79.83333333333333,51.33333333333334,7.064366979735864e-06,0.002267661800495212,25.85714286,4.0
69,California,San Mateo,0.8510361784334387,0.1384602840082292,0.004567464498971348,0.005936073059360732,0.0,0.0,185,53.83333333333334,35.166666666666664,0.00014088677790634422,0.0043192233485917185,39.96623377,2.0
70,California,Santa Barbara,0.6891720937195899,0.2925780372782393,0.010947675724230858,0.005933577862614468,0.0009132420091324203,0.0004553734061930783,315,65.83333333333333,45.0,6.494975352688361e-05,0.006486016765994996,54.32967033,4.0
71,California,Santa Clara,0.6987474112333758,0.2788794071412531,0.015523866556878013,0.006849315068493151,0.0,0.0,194,68.16666666666667,42.16666666666666,8.195649873538009e-05,0.0023715513431528967,94.40909091,4.0
72,California,Santa Cruz,0.8936310103051626,0.094496843576116,0.009589041095890413,0.00228310502283105,0.0,0.0,170,52.83333333333334,34.666666666666664,1.0980443829539591e-05,0.0014603990293287654,8.066666667,2.0
73,California,Shasta,0.7680548803443482,0.20091235772237345,0.026923172892182545,0.00410958904109589,0.0,0.0,190,74.83333333333333,42.833333333333336,2.221235006663705e-05,0.0007163482896490449,5.714285714,3.0
74,California,Siskiyou,0.8941718365456693,0.08001398201875694,0.01228302093056502,0.013531160505008577,0.0,0.0,196,60.0,33.833333333333336,0.0,0.0007120053285560072,0.923076923,2.0
75,California,Solano,0.7188312498440502,0.26518951019287873,0.008216682885445517,0.00730593607305936,0.00045662100456621014,0.0,247,66.16666666666667,42.16666666666666,5.5848075363626816e-05,0.003131960066392192,30.80769231,4.0
76,California,Sonoma,0.896826109738753,0.09449809117448912,0.00228310502283105,0.0054794520547945215,0.0009132420091324203,0.0,226,50.5,35.333333333333336,1.4160409114448472e-05,0.0023971549715173486,31.9,2.0
77,California,Stanislaus,0.424474137285725,0.4463557651520822,0.11182224218379616,0.016891234373830378,0.00045662100456621014,0.0,240,106.66666666666669,55.5,7.990411506192568e-05,0.0041949660407510974,70.32142857,4.0
78,California,Sutter,0.5089253187613844,0.4459091249345011,0.03877286224018764,0.003652968036529681,0.00228310502283105,0.00045662100456621014,335,86.0,50.33333333333334,4.1249445710573264e-05,0.0020315352012457333,5.936639118,4.0
79,California,Tehama,0.6675927479711445,0.2799281643824649,0.04198178807992418,0.010497299566466422,0.0,0.0,190,85.16666666666667,43.16666666666666,1.5364759387867984e-05,0.0012599102698051749,3.535714286,4.0
80,California,Tulare,0.22501434738129106,0.4669211767347856,0.24918781345909125,0.05842004142026599,0.00045662100456621014,0.0,280,140.33333333333334,77.0,0.00027456321925374577,0.009272943725265178,97.95,4.0
81,California,Tuolumne,0.6877522046347768,0.25554199384022586,0.052931205772026375,0.003774595752970973,0.0,0.0,164,85.33333333333333,43.83333333333334,0.0,0.0005506810088476082,2.3,4.0
82,California,Ventura,0.486085535344462,0.4700900766025402,0.037431693989071035,0.00410958904109589,0.0013698630136986301,0.0009132420091324203,537,86.5,50.83333333333334,5.4373136833544925e-05,0.0036595485138403282,155.9714286,4.0
83,California,Yolo,0.7425568281058962,0.2432929111460439,0.009584050702397885,0.003652968036529681,0.0009132420091324203,0.0,235,65.83333333333333,42.0,0.00018140589569161,0.002517006802721089,21.48571429,4.0
